dep,jour,P,cl_age90,pop,taux_incidence_quot,positif_7j,taux_incid_7j
89,2020-05-13,4,0,332096.0,1.2044709963384082,,
89,2020-05-14,0,0,332096.0,0.0,,
89,2020-05-15,4,0,332096.0,1.2044709963384082,,
89,2020-05-16,8,0,332096.0,2.4089419926768163,,
89,2020-05-17,3,0,332096.0,0.9033532472538062,,
89,2020-05-18,2,0,332096.0,0.6022354981692041,,
89,2020-05-19,8,0,332096.0,2.4089419926768163,29.0,8.73241472345346
89,2020-05-20,5,0,332096.0,1.5055887454230101,30.0,9.033532472538061
89,2020-05-21,2,0,332096.0,0.6022354981692041,32.0,9.635767970707265
89,2020-05-22,2,0,332096.0,0.6022354981692041,30.0,9.033532472538061
89,2020-05-23,5,0,332096.0,1.5055887454230101,27.0,8.130179225284255
89,2020-05-24,3,0,332096.0,0.9033532472538062,27.0,8.130179225284255
89,2020-05-25,0,0,332096.0,0.0,25.0,7.52794372711505
89,2020-05-26,2,0,332096.0,0.6022354981692041,19.0,5.721237232607439
89,2020-05-27,1,0,332096.0,0.30111774908460204,15.0,4.516766236269031
89,2020-05-28,0,0,332096.0,0.0,13.0,3.914530738099826
89,2020-05-29,0,0,332096.0,0.0,11.0,3.3122952399306222
89,2020-05-30,1,0,332096.0,0.30111774908460204,7.0,2.1078242435922143
89,2020-05-31,0,0,332096.0,0.0,4.0,1.2044709963384082
89,2020-06-01,0,0,332096.0,0.0,4.0,1.2044709963384082
89,2020-06-02,8,0,332096.0,2.4089419926768163,10.0,3.0111774908460203
89,2020-06-03,6,0,332096.0,1.8067064945076123,15.0,4.516766236269031
89,2020-06-04,2,0,332096.0,0.6022354981692041,17.0,5.119001734438235
89,2020-06-05,2,0,332096.0,0.6022354981692041,19.0,5.721237232607439
89,2020-06-06,2,0,332096.0,0.6022354981692041,20.0,6.0223549816920405
89,2020-06-07,0,0,332096.0,0.0,20.0,6.0223549816920405
89,2020-06-08,1,0,332096.0,0.30111774908460204,21.0,6.323472730776643
89,2020-06-09,0,0,332096.0,0.0,13.0,3.914530738099826
89,2020-06-10,1,0,332096.0,0.30111774908460204,8.0,2.4089419926768163
89,2020-06-11,1,0,332096.0,0.30111774908460204,7.0,2.1078242435922143
89,2020-06-12,0,0,332096.0,0.0,5.0,1.5055887454230101
89,2020-06-13,0,0,332096.0,0.0,3.0,0.9033532472538062
89,2020-06-14,0,0,332096.0,0.0,3.0,0.9033532472538062
89,2020-06-15,0,0,332096.0,0.0,2.0,0.6022354981692041
89,2020-06-16,2,0,332096.0,0.6022354981692041,4.0,1.2044709963384082
89,2020-06-17,0,0,332096.0,0.0,3.0,0.9033532472538062
89,2020-06-18,0,0,332096.0,0.0,2.0,0.6022354981692041
89,2020-06-19,0,0,332096.0,0.0,2.0,0.6022354981692041
89,2020-06-20,1,0,332096.0,0.30111774908460204,3.0,0.9033532472538062
89,2020-06-21,0,0,332096.0,0.0,3.0,0.9033532472538062
89,2020-06-22,1,0,332096.0,0.30111774908460204,4.0,1.2044709963384082
89,2020-06-23,2,0,332096.0,0.6022354981692041,4.0,1.2044709963384082
89,2020-06-24,2,0,332096.0,0.6022354981692041,6.0,1.8067064945076123
89,2020-06-25,2,0,332096.0,0.6022354981692041,8.0,2.4089419926768163
