dep,jour,pop,P,cl_age90,taux_incidence_quot,positif_7j,taux_incid_7j
25,2020-05-13,539449.0,6,0,1.1122460139883474,,
25,2020-05-14,539449.0,5,0,0.9268716783236228,,
25,2020-05-15,539449.0,6,0,1.1122460139883474,,
25,2020-05-16,539449.0,7,0,1.297620349653072,,
25,2020-05-17,539449.0,1,0,0.18537433566472458,,
25,2020-05-18,539449.0,5,0,0.9268716783236228,,
25,2020-05-19,539449.0,7,0,1.297620349653072,37.0,6.858850419594808
25,2020-05-20,539449.0,5,0,0.9268716783236228,36.0,6.673476083930084
25,2020-05-21,539449.0,1,0,0.18537433566472458,32.0,5.931978741271187
25,2020-05-22,539449.0,5,0,0.9268716783236228,31.0,5.746604405606461
25,2020-05-23,539449.0,1,0,0.18537433566472458,25.0,4.634358391618114
25,2020-05-24,539449.0,1,0,0.18537433566472458,25.0,4.634358391618114
25,2020-05-25,539449.0,2,0,0.37074867132944916,22.0,4.07823538462394
25,2020-05-26,539449.0,3,0,0.5561230069941737,18.0,3.336738041965042
25,2020-05-27,539449.0,4,0,0.7414973426588983,17.0,3.1513637063003177
25,2020-05-28,539449.0,2,0,0.37074867132944916,18.0,3.336738041965042
25,2020-05-29,539449.0,1,0,0.18537433566472458,14.0,2.595240699306144
25,2020-05-30,539449.0,5,0,0.9268716783236228,18.0,3.336738041965042
25,2020-05-31,539449.0,2,0,0.37074867132944916,19.0,3.522112377629767
25,2020-06-01,539449.0,1,0,0.18537433566472458,18.0,3.336738041965042
25,2020-06-02,539449.0,10,0,1.8537433566472457,25.0,4.634358391618114
25,2020-06-03,539449.0,2,0,0.37074867132944916,23.0,4.263609720288665
25,2020-06-04,539449.0,7,0,1.297620349653072,28.0,5.190481398612288
25,2020-06-05,539449.0,3,0,0.5561230069941737,30.0,5.561230069941737
25,2020-06-06,539449.0,4,0,0.7414973426588983,29.0,5.375855734277012
25,2020-06-07,539449.0,0,0,0.0,27.0,5.0051070629475625
25,2020-06-08,539449.0,2,0,0.37074867132944916,28.0,5.190481398612288
25,2020-06-09,539449.0,4,0,0.7414973426588983,22.0,4.07823538462394
25,2020-06-10,539449.0,10,0,1.8537433566472457,30.0,5.561230069941737
25,2020-06-11,539449.0,1,0,0.18537433566472458,24.0,4.44898405595339
25,2020-06-12,539449.0,6,0,1.1122460139883474,27.0,5.0051070629475625
25,2020-06-13,539449.0,1,0,0.18537433566472458,24.0,4.44898405595339
25,2020-06-14,539449.0,1,0,0.18537433566472458,25.0,4.634358391618114
25,2020-06-15,539449.0,2,0,0.37074867132944916,25.0,4.634358391618114
25,2020-06-16,539449.0,0,0,0.0,21.0,3.8928610489592157
25,2020-06-17,539449.0,5,0,0.9268716783236228,16.0,2.9659893706355933
25,2020-06-18,539449.0,1,0,0.18537433566472458,16.0,2.9659893706355933
25,2020-06-19,539449.0,4,0,0.7414973426588983,14.0,2.595240699306144
25,2020-06-20,539449.0,1,0,0.18537433566472458,14.0,2.595240699306144
25,2020-06-21,539449.0,0,0,0.0,13.0,2.4098663636414193
25,2020-06-22,539449.0,2,0,0.37074867132944916,13.0,2.4098663636414193
25,2020-06-23,539449.0,1,0,0.18537433566472458,14.0,2.595240699306144
25,2020-06-24,539449.0,5,0,0.9268716783236228,14.0,2.595240699306144
25,2020-06-25,539449.0,3,0,0.5561230069941737,16.0,2.9659893706355933
25,2020-06-26,539449.0,2,0,0.37074867132944916,14.0,2.595240699306144
25,2020-06-27,539449.0,1,0,0.18537433566472458,14.0,2.595240699306144
25,2020-06-28,539449.0,0,0,0.0,14.0,2.595240699306144
25,2020-06-29,539449.0,4,0,0.7414973426588983,16.0,2.9659893706355933
25,2020-06-30,539449.0,6,0,1.1122460139883474,21.0,3.8928610489592157
25,2020-07-01,539449.0,5,0,0.9268716783236228,21.0,3.8928610489592157
25,2020-07-02,539449.0,2,0,0.37074867132944916,20.0,3.7074867132944913
25,2020-07-03,539449.0,1,0,0.18537433566472458,19.0,3.522112377629767
25,2020-07-04,539449.0,0,0,0.0,18.0,3.336738041965042
25,2020-07-05,539449.0,0,0,0.0,18.0,3.336738041965042
25,2020-07-06,539449.0,4,0,0.7414973426588983,18.0,3.336738041965042
25,2020-07-07,539449.0,3,0,0.5561230069941737,15.0,2.7806150349708685
25,2020-07-08,539449.0,5,0,0.9268716783236228,15.0,2.7806150349708685
25,2020-07-09,539449.0,6,0,1.1122460139883474,19.0,3.522112377629767
25,2020-07-10,539449.0,2,0,0.37074867132944916,20.0,3.7074867132944913
25,2020-07-11,539449.0,2,0,0.37074867132944916,22.0,4.07823538462394
25,2020-07-12,539449.0,4,0,0.7414973426588983,26.0,4.8197327272828385
25,2020-07-13,539449.0,6,0,1.1122460139883474,28.0,5.190481398612288
25,2020-07-14,539449.0,1,0,0.18537433566472458,26.0,4.8197327272828385
25,2020-07-15,539449.0,2,0,0.37074867132944916,23.0,4.263609720288665
25,2020-07-16,539449.0,1,0,0.18537433566472458,18.0,3.336738041965042
25,2020-07-17,539449.0,3,0,0.5561230069941737,19.0,3.522112377629767
25,2020-07-18,539449.0,2,0,0.37074867132944916,19.0,3.522112377629767
25,2020-07-19,539449.0,0,0,0.0,15.0,2.7806150349708685
25,2020-07-20,539449.0,9,0,1.668369020982521,18.0,3.336738041965042
25,2020-07-21,539449.0,4,0,0.7414973426588983,21.0,3.8928610489592157
25,2020-07-22,539449.0,3,0,0.5561230069941737,22.0,4.07823538462394
25,2020-07-23,539449.0,5,0,0.9268716783236228,26.0,4.8197327272828385
25,2020-07-24,539449.0,6,0,1.1122460139883474,29.0,5.375855734277012
25,2020-07-25,539449.0,2,0,0.37074867132944916,29.0,5.375855734277012
25,2020-07-26,539449.0,1,0,0.18537433566472458,30.0,5.561230069941737
25,2020-07-27,539449.0,6,0,1.1122460139883474,27.0,5.0051070629475625
25,2020-07-28,539449.0,4,0,0.7414973426588983,27.0,5.0051070629475625
25,2020-07-29,539449.0,5,0,0.9268716783236228,29.0,5.375855734277012
25,2020-07-30,539449.0,8,0,1.4829946853177967,32.0,5.931978741271187
25,2020-07-31,539449.0,8,0,1.4829946853177967,34.0,6.302727412600635
25,2020-08-01,539449.0,3,0,0.5561230069941737,35.0,6.488101748265359
25,2020-08-02,539449.0,2,0,0.37074867132944916,36.0,6.673476083930084
25,2020-08-03,539449.0,8,0,1.4829946853177967,38.0,7.044224755259534
25,2020-08-04,539449.0,1,0,0.18537433566472458,35.0,6.488101748265359
25,2020-08-05,539449.0,3,0,0.5561230069941737,33.0,6.117353076935911
25,2020-08-06,539449.0,10,0,1.8537433566472457,35.0,6.488101748265359
25,2020-08-07,539449.0,4,0,0.7414973426588983,31.0,5.746604405606461
25,2020-08-08,539449.0,3,0,0.5561230069941737,31.0,5.746604405606461
25,2020-08-09,539449.0,0,0,0.0,29.0,5.375855734277012
25,2020-08-10,539449.0,12,0,2.224492027976695,33.0,6.117353076935911
25,2020-08-11,539449.0,8,0,1.4829946853177967,40.0,7.414973426588983
25,2020-08-12,539449.0,11,0,2.03911769231197,48.0,8.89796811190678
25,2020-08-13,539449.0,17,0,3.1513637063003177,55.0,10.19558846155985
25,2020-08-14,539449.0,17,0,3.1513637063003177,68.0,12.60545482520127
25,2020-08-15,539449.0,3,0,0.5561230069941737,68.0,12.60545482520127
25,2020-08-16,539449.0,3,0,0.5561230069941737,71.0,13.161577832195443
25,2020-08-17,539449.0,18,0,3.336738041965042,77.0,14.273823846183792
25,2020-08-18,539449.0,26,0,4.8197327272828385,95.0,17.610561888148833
25,2020-08-19,539449.0,13,0,2.4098663636414193,97.0,17.981310559478285
25,2020-08-20,539449.0,14,0,2.595240699306144,94.0,17.42518755248411
25,2020-08-21,539449.0,16,0,2.9659893706355933,93.0,17.239813216819385
25,2020-08-22,539449.0,3,0,0.5561230069941737,93.0,17.239813216819385
